antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Organic Hass Avocado'}),frozenset({'Bag of Organic Bananas'}),0.10662437976367077,0.16609545245281088,0.03658499155967057,0.3431203223949338,2.0658020272554856,1.0,0.018875166960323344,1.2694936013054052,0.5775023370381368,0.15493262856895282,0.2122843321370728,0.2816925911327918
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Hass Avocado'}),0.16609545245281088,0.10662437976367077,0.03658499155967057,0.22026485987064984,2.0658020272554856,1.0,0.018875166960323344,1.1457424120812707,0.6186877263793549,0.15493262856895282,0.12720347134267798,0.2816925911327918
frozenset({'Organic Strawberries'}),frozenset({'Bag of Organic Bananas'}),0.1296434600235306,0.16609545245281088,0.03512200112537726,0.27091224747474746,1.6310636051382317,1.0,0.013588811975221042,1.1437643063662712,0.444534057895803,0.13476485828688076,0.12569399618966007,0.2411844883816608
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Strawberries'}),0.16609545245281088,0.1296434600235306,0.03512200112537726,0.2114567292885741,1.631063605138232,1.0,0.013588811975221042,1.1037524157567553,0.4639657208608718,0.13476485828688076,0.09399971794002415,0.2411844883816608
frozenset({'Organic Strawberries'}),frozenset({'Banana'}),0.1296434600235306,0.2111719269527853,0.03256432554094839,0.25118371212121215,1.1894749256958423,1.0,0.005187266270953041,1.0534333798771531,0.18302029748737286,0.10564221705940924,0.050723074565364734,0.20269567854982656
frozenset({'Banana'}),frozenset({'Organic Strawberries'}),0.2111719269527853,0.1296434600235306,0.03256432554094839,0.15420764497844097,1.1894749256958423,1.0,0.005187266270953041,1.0290428079765326,0.2019361611348733,0.10564221705940924,0.028223129058781438,0.20269567854982656
frozenset({'Organic Avocado'}),frozenset({'Banana'}),0.08623459000460382,0.2111719269527853,0.030252186812624687,0.3508126705421758,1.6612656597134332,1.0,0.012041862271369101,1.2151008457081456,0.43561434012310113,0.11323861678091372,0.1770230400776221,0.2470356167981457
frozenset({'Banana'}),frozenset({'Organic Avocado'}),0.2111719269527853,0.08623459000460382,0.030252186812624687,0.1432585630541156,1.6612656597134334,1.0,0.012041862271369101,1.0665591397712608,0.5046084561428059,0.11323861678091372,0.06240548441180225,0.2470356167981457
frozenset({'Organic Baby Spinach'}),frozenset({'Banana'}),0.11772469180009208,0.2111719269527853,0.029669036779374904,0.25202050925523595,1.1934375600577993,1.0,0.004808886762026697,1.054611901539944,0.1837117687938192,0.09915207877461706,0.05178388510522201,0.19625878909784714
frozenset({'Banana'}),frozenset({'Organic Baby Spinach'}),0.2111719269527853,0.11772469180009208,0.029669036779374904,0.14049706894045833,1.1934375600577996,1.0,0.004808886762026697,1.0264948219691281,0.20547488479509987,0.09915207877461706,0.02581096504539876,0.19625878909784714
frozenset({'Organic Baby Spinach'}),frozenset({'Bag of Organic Bananas'}),0.11772469180009208,0.16609545245281088,0.028594813033914777,0.24289562874771875,1.462385785768141,1.0,0.009041277084510767,1.1014393513114675,0.3583755667895988,0.11203751954142781,0.0920970829584808,0.20752727233505433
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Baby Spinach'}),0.16609545245281088,0.11772469180009208,0.028594813033914777,0.1721589159223899,1.4623857857681413,1.0,0.009041277084510767,1.0657544366536835,0.3791631962802285,0.11203751954142781,0.06169754907156939,0.20752727233505433
frozenset({'Large Lemon'}),frozenset({'Banana'}),0.0789605606424881,0.2111719269527853,0.025310757583508106,0.32054936512049753,1.5179544447315068,1.0,0.008636503839361633,1.1609792272651418,0.37047132514337133,0.09557658875796791,0.13865814605860957,0.220203949553127
frozenset({'Banana'}),frozenset({'Large Lemon'}),0.2111719269527853,0.0789605606424881,0.025310757583508106,0.1198585339857565,1.5179544447315068,1.0,0.008636503839361633,1.0464674997401004,0.43256409510119176,0.09557658875796791,0.04440414991544502,0.220203949553127
